Users,Comments,Labels
Markhor????,"RT @PTIOfficialRWP: Foreign Funding exposed.
Corruption exposed.
Money Laundering exposed.
Purpose of the PDM parties to get NRO to get ridÖ",DisAgree
Markhor????,"RT @H_afiz8: The public is well aware of the real nature of the PDM gang's nefarious activities.
The country will not give NRO to the robbeÖ",DisAgree
Maroof Kabir,Reject PDM,DisAgree
Maroof Kabir,Reject PDM,DisAgree
Maryam Chowdhry??,"RT @Raju__Bahi: I reject he and she...
Hhhhhhh

#PakistanRejectsPDM https://t.co/f7WcaBuccu",DisAgree
Maryam Malik,"@biznishub @HUSAINZESHAN12 @MaryamNSharif ALLAH is with the one who is Honest ,So we all here to watch their lies bÖ https://t.co/9eqGOwV32J",DisAgree
Maryam Rajpoot,Reject PDM,DisAgree
Maryam Rajpoot,Reject PDM,DisAgree
Masood Mian,11parties vs 1. Agar 1 lakh loug bhi hon tau bhi 10000 per party na bnay. Koi Sharam Hoty hay koi gya Hoty hay. Imran Khan zindabad Pakistan zindabad.,DisAgree
Mayawati Patel,#PDM #Loralai jalsa is supporting Hanif Pashteen the killer of Pashtun policemen in Peshawar. And qazi tahir who isÖ https://t.co/rMltHoUXKE,DisAgree
MeharAbbasi,"RT @hansbadvi: I Reject PDM From Karachi

#PakistanRejectsPDM",DisAgree
Mehmood Lakhani,"Always laugh on his childish, immature jokes. He is criticising PTI, who is in the government for 2-1/2 years. His own party is in government in Sindh for more than 12 years now. Can he name 5 achievement done by the government for the people of Sindh.Ö",DisAgree
Mian Umer,reject PDM,DisAgree
Mian Umer,reject PDM,DisAgree
Mir Muhammad Khan,Mujay Nawaz leak aur PPP per bohot Raham ata hai.jo banda khud ek seat na jeet sake.dono party uskey side hat band kar share hu han.,DisAgree
Mirza Nadeem,reject PDM,DisAgree
Mirza Nadeem,reject PDM,DisAgree
Misbah Ulhaq,Aaj mardan walon ne bhee reject kar dia.,DisAgree
MishelKhan,@MaleehaHashmey #PDM Pakistan Daku Movement flops all their planning fails against Pakistan. Long live Prime MinistÖ https://t.co/Aj0i9omizY,DisAgree
MJ??????,@mubasherlucman That's because we think the only person to look after Pakistan and our house is Imran Khan. Don't wÖ https://t.co/P9XnnB4Szf,DisAgree
Mohammad Iftikhar Ahmed,Jhoot,DisAgree
Mohammad Khaqan,Go maryam go,DisAgree
Mohammed Hamid,"So PTI has filed all paperwork to Supreme Court. Why have u, noon league and PPP not done the same. Stop misleading pakistan....shame on u fazl for lying...",DisAgree
Mohsin Hijazee,"My two cents - Democrats are as ineffective, incompetent and spinelessness as PMLN is in Pakistan. Both have theirÖ https://t.co/ylNXNAdkk1",DisAgree
Moomin Ahad Wani,"All of the PDM party need to be rounded up and locked up for causing chaos across the country. The masses did not vote for them, they need to accept the verdict and back down.",DisAgree
Mrs.Raza,"RT @appcsocialmedia: #Broadsheet Company case exposed #corruption of political elite: @ShazadAkbar 

#APPNews #PDM @MoIB_Official 

https:Ö",DisAgree
Mrs.Raza,"RT @appcsocialmedia: #Opposition movement, just a failed rescue operation; lacks moral justification: @fawadchaudhry 

#APPNews #PDM @MoIB_Ö",DisAgree
Msjawad,"RT @zartajgulwazir: The scattered Opposition parties have totally lost the plot. Their circus show reeks of hypocrisy.

Meaningless small pÖ",DisAgree
Mubashar ????????,"RT @zartajgulwazir: The scattered Opposition parties have totally lost the plot. Their circus show reeks of hypocrisy.

Meaningless small pÖ",DisAgree
Mubeen Shahid,reject PDM,DisAgree
Mubeen Shahid,reject PDM,DisAgree
Mubeen Shahid,reject PDM,DisAgree
Mubeen Shahid,reject PDM,DisAgree
Muhammad Aatir Ijaz,reject PDM,DisAgree
Muhammad Aatir Ijaz,reject PDM,DisAgree
Muhammad Adnan,Bara housla chaheye is ourat ko sunnany k liye... safdar awan teri azmat ko salam tu qiyamat k din shaheedo mein uthaya jaye ga ??????,DisAgree
Muhammad Adnan Bashir,"Please For God Sake and STOP this Nonsense Of Closing Schools, Colleges and Universities, According To current SituÖ https://t.co/N2seaOYL1V",DisAgree
Muhammad Amin,reject PDM,DisAgree
Muhammad Amin,reject PDM,DisAgree
Muhammad Amjad,reject PDM,DisAgree
Muhammad Amjad,reject PDM,DisAgree
Muhammad Ammar Iqbal Thakur,Future of PDM is dark because the head of PDM has no locus standi in the parliament.,DisAgree
Muhammad Asad Bukhari,Bilawaja bhutto,DisAgree
Muhammad Asif,reject PDM,DisAgree
Muhammad Asif,reject PDM,DisAgree
Muhammad Aslam ????,RT @Ch_Minahal: Prime Minister Imran Khan has said that the people of Lahore rejected the PDM show and made a big decision. PML-N and PPP bÖ,DisAgree
Muhammad Aslam ????,"RT @Ch_Minahal: #PakistanRejectsPDM
Prime Minister Imran Khan always talks of peace and Modi creates an atmosphere of war by killing IndianÖ",DisAgree
Muhammad Aslam ????,RT @Ch_Minahal: Prime Minister Imran Khan has said that the people of Lahore rejected the PDM show and made a big decision. PML-N and PPP bÖ,DisAgree
Muhammad Aslam ????,"RT @Ch_Minahal: #PakistanRejectsPDM
Prime Minister Imran Khan always talks of peace and Modi creates an atmosphere of war by killing IndianÖ",DisAgree
Muhammad Aslam ????,"RT @Ch_Minahal: #PakistanRejectsPDM
I am addressing Manahel Chaudhry Indian mothers, sisters and brothers, just as Modi killed your familyÖ",DisAgree
Muhammad Aslam ????,"RT @Muhamma62820833: The PDM is going to found for NRO outside the Election Commission
#PakistanRejectsPDM https://t.co/pfJmght9N6",DisAgree
Muhammad Farhan,By stating this ...he seems confused himself that means PDM alliance parties did not told him who will and what will going to be addressed to the people.... Can we buy that ... I guess NO!!,DisAgree
Muhammad Hassan,"Alright Alright Alright, so a Jihad not for Shariah but for democracy, a jihad not to end "" sood ka nizam"" but to overthrow government, a jihad not against people who change sides for vested interests but for standing aginst your own.",DisAgree
Muhammad Husnain Farrukh,Reject PDM,DisAgree
Muhammad Husnain Farrukh,Reject PDM,DisAgree
MUHAMMAD IMRAN YUSUF,RT @Ch_Minahal: Prime Minister Imran Khan has said that the people of Lahore rejected the PDM show and made a big decision. PML-N and PPP bÖ,DisAgree
MUHAMMAD IMRAN YUSUF,RT @Ch_Minahal: Prime Minister Imran Khan has said that the people of Lahore rejected the PDM show and made a big decision. PML-N and PPP bÖ,DisAgree
Muhammad Irfan,"RT @LongLiveBlh: This was the hypocrisy of PDM leaders thatís why #PakistanRejectsPDM 
They raised the voice why Government is not doing CoÖ",DisAgree
Muhammad Irfan,"RT @Navy_Maurya: #PakistanRejectsPDM 
@ImranKhanPTI is indeed blessed with a long term vision; and this vision will change the dynamics forÖ",DisAgree
Muhammad Irfan,"*#PakistanRejectsPDM*
@Hum_IVF
Noon League has gone out of the country, Sheen League has gone to jail while only MeÖ https://t.co/DLftg9Pw3C",DisAgree
Muhammad Irfan,"RT @Jezzi_IK: To strike an ax on one's own foot is called PDM in political parlance.
#PakistanRejectsPDM https://t.co/usPZyHdvxw",DisAgree
Muhammad Irfan,"RT @Ch_Minahal: #PakistanRejectsPDM
I am addressing Manahel Chaudhry Indian mothers, sisters and brothers, just as Modi killed your familyÖ",DisAgree
Muhammad Irfan,"RT @nomii646: #PakistanRejectsPDM 
PDM'S demands are part of international conspiracy against Imran khan. https://t.co/igOATrLjcC",DisAgree
Muhammad Irfan,"RT @Shiraznaqvi111: *#PakistanRejectsPDM*
@Hum_IVF
Fazlur Rehman is rejected by the people of his constituency and his every speech is starÖ",DisAgree
Muhammad Irfan,"RT @JheduMalik: Real Diamond
@Hum_IVF
#PakistanRejectsPDM https://t.co/oxtiJYqlha",DisAgree
Muhammad Khawaja,RT @InsafPK: One of the reasons why #PakistanRejectsPDM is that the people have seen PM Imran Khanís policies being successful. Textile indÖ,DisAgree
Muhammad Khawaja,"RT @1__Usama: #PakistanRejectsPDM

Prime Minister Imran Khan has been striving hard to uplift weaker segment of the society, while the oppoÖ",DisAgree
Muhammad Khawaja,RT @Navy_Maurya: #PakistanRejectsPDM and entrust @ImranKhanPTI led government. https://t.co/MitkWRfeMP,DisAgree
Muhammad Khawaja,"RT @U_3322: These parties are fully corrupted,
They have exposed badly,
Every pakistani &amp; world also knows about their fraud. that's why #PÖ",DisAgree
Muhammad Khawaja,"RT @U_3322: Imran Khan became the Prime Minister by the power of vote. No power in the world can remove it without any reason.
#PakistanReÖ",DisAgree
Muhammad Mubin,Reject PDM,DisAgree
Muhammad Mubin,Reject PDM,DisAgree
Muhammad Nadeem,Reject PDM,DisAgree
Muhammad Nadeem,Reject PDM,DisAgree
Muhammad Naeem,Joote,DisAgree
Muhammad nawaz sunpal,"RT @zartajgulwazir: The scattered Opposition parties have totally lost the plot. Their circus show reeks of hypocrisy.

Meaningless small pÖ",DisAgree
Muhammad nawaz sunpal,"RT @MAslam_K: #PakistanRejectsPDM
Election Commission is going to cancel memberships of #PPP and #PMLN and that's why #PDM has started to cÖ",DisAgree
Muhammad rafiq,reject PDM,DisAgree
Muhammad rafiq,reject PDM,DisAgree
Muhammad Shaffin,Fraud Maulana is known to every one . No one in General public like him and known as most dishonest politician .,DisAgree
Muhammad Zaman Bhatti,"Ha kashmir committe ka tum nay jinaza nikala .U r nothing but a blot on pakistan .I dont know why they are still letting u undermine nation in a such a brazen manner.Had u been in other country , ur bones might have roasted in hell .One person bound toÖ",DisAgree
Muhammd.Ali,RT @RaiShehzadJani1: Imran Khan became the Prime Minister by the power of the vote. No power in the world can remove it without any reasonÖ,DisAgree
Muhammd.Ali,"RT @U_3322: Imran Khan became the Prime Minister by the power of vote. No power in the world can remove it without any reason.
#PakistanReÖ",DisAgree
Mukhtar Ali,"Balawal,is a useless person.",DisAgree
Mukhtar Azam Shah,Declaring jihad for self interest.,DisAgree
Mumtaz Ahmad Mirani,"RT @billzzziraja: @MaryamNSharif I am a Trader and 
I Reject #PDM ?
I Reject @MaryamNSharif ?
I Reject @NawazSharifMNS ?
I Reject @BBhuttoZÖ",DisAgree
Mumtaz Ahmad Mirani,"RT @hisbanspeaks: Connect to the dots here My dear Pakistanis, this #PDM is agenda driven, what they all want is to safe their money and shÖ",DisAgree
Mumtaz Ahmad Mirani,"RT @hisbanspeaks: Connect to the dots here My dear Pakistanis, this #PDM is agenda driven, what they all want is to safe their money and shÖ",DisAgree
Musilm Khan,reject PDM,DisAgree
Musilm Khan,reject PDM,DisAgree
Nabeel,RT @PTIOfficialRWP: The leading person of PDM is also alleged of making corruption thatís why #PakistanRejectsPDM https://t.co/bakwhRLCrH,DisAgree
Nabeel Rabnawaz,Nations ap k sath nahi hai,DisAgree
Nad.sh,RT @PTIofficial: Pakistanis are a politically aware nation. They cannot be manipulated anymore by PMLN and PPP's PR stunts. PM Khan makes dÖ,DisAgree
Nadeem Iqbal Bhatti,"When 10 parties, ruling frm last 4 decades, went all-out against a party, determined to digout the roots of corruptÖ https://t.co/xUqWgXBkJq",DisAgree
Nadia Shah?? (Zain ??),"I reject PDM from kharian

#PakistanRejectsPDM",DisAgree
Nadir Shah,I am the selector of Imran khan ????????????????,DisAgree
Naeem Amir,reject PDM,DisAgree
Naeem Amir,reject PDM,DisAgree
Naeem Asad Dev,Reject PDM,DisAgree
Naeem Asad Dev,Reject PDM,DisAgree
Naeem Khan,Apni haqeqat bata rahe ho molana,DisAgree
Nafis Nighat,"RT @NaumanHannani: It will great if Broadsheet UK returns 28.7 MUSD to Pakistan against a potential 20% share of ""future corruption money fÖ",DisAgree
najma israr,reject PDM,DisAgree
najma israr,reject PDM,DisAgree
Naseem Bergau-Khan,Fraudy insan hai ye.... Politics ki Musarat shaheen hai ye...,DisAgree
Naseem Ur-Rahman,"A blotch and stupid person, IK should more intensify him to become a psychic.",DisAgree
NaSir Ali,"Don't fool people in the name of beared, we have Javaid qureshi here in IOK",DisAgree
Nasir Khan,"A party who only has 5 seats in kpk assembly is going to do a power show. First get majority representation in a province then start making decision. I understand why he is so incompetent, he is still a child and learning and children shouldnít get intÖ",DisAgree
Nasir Khan,Rooty rho mixx achaaar waaaaalo,DisAgree
Natasha Daultana,Priorities! If only they stop making #PDM their agenda and start focusing on governing for once https://t.co/LjTsGXeDkT,DisAgree
Nation Voice PK,"https://t.co/Gtf8ypKZZZ
#PDM is in fear stage and its have none narrative.
@GovtofPakistan #ShahmehmoodqureshiÖ https://t.co/Z7Mme8lc6l",DisAgree
Naureen ? ?,"RT @zartajgulwazir: The scattered Opposition parties have totally lost the plot. Their circus show reeks of hypocrisy.

Meaningless small pÖ",DisAgree
NAV ??,@Fereeha Seriously? Stop wasting your time on #PDM agenda (Abu bachao muhim)!!,DisAgree
Naveed,"RT @AliRazaTweets: #PakistanRejectsPDM

Fazal-ur-Rehman wants to become MNA
Nawaz Sharif wants his re-entry in politics
Asif Zardari wantsÖ",DisAgree
Naveed,RT @InsafPK: One of the reasons why #PakistanRejectsPDM is that the people have seen PM Imran Khanís policies being successful. Textile indÖ,DisAgree
Naveed Younas,reject PDM,DisAgree
Naveed Younas,reject PDM,DisAgree
Navy Maurya,"RT @JheduMalik: I Reject PDM from okara
@Hum_IVF
#PakistanRejectsPDM",DisAgree
Navy Maurya,"RT @Shiraznaqvi111: *#PakistanRejectsPDM*
@Hum_IVF
the opposition wanted to National Reconciliation Ordinance (NRO) from the government toÖ",DisAgree
Navy Maurya,"RT @Shiraznaqvi111: *#PakistanRejectsPDM*
@Hum_IVF
half of PDM leaders are fugitives and half are on bail who are demanding resignations.",DisAgree
Navy Maurya,"RT @Shiraznaqvi111: *#PakistanRejectsPDM*
@Hum_IVF
The PDM is organizing big gathering at open places and creating impression that generalÖ",DisAgree
Navy Maurya,"RT @shiraznaqvi_ivf: *#PakistanRejectsPDM*
@Hum_IVF
These two parties are fully corrupted,
They have exposed badly,
Every pakistani and woÖ",DisAgree
Navy Maurya,"RT @Shiraznaqvi111: *#PakistanRejectsPDM*
@Hum_IVF
Pakistan Democratic Movementís (PDM) identity is nothing more than a corrupt group.",DisAgree
Navy Maurya,"RT @Shiraznaqvi111: *#PakistanRejectsPDM*
@Hum_IVF
opposition parties were intentionally playing with health and lives of the people by holÖ",DisAgree
Navy Maurya,"RT @Shiraznaqvi111: *#PakistanRejectsPDM*
@Hum_IVF
Nawaz Sharif was doing hypocritical politics because he went to abroad and enjoying hisÖ",DisAgree
Navy Maurya,"RT @nomii646: #PakistanRejectsPDM 
PDM'S demands are part of international conspiracy against Imran khan. https://t.co/igOATrLjcC",DisAgree
Navy Maurya,"RT @Shiraznaqvi111: *#PakistanRejectsPDM*
@Hum_IVF
Pakistan Democratic Movement (PDM), violating standard operating procedures (SOPs), in pÖ",DisAgree
Navy Maurya,"RT @shiraznaqvi_ivf: *#PakistanRejectsPDM*
@Hum_IVF
Maryam was accused of ìshady business transactionsî at the CSM, where she is a major shÖ",DisAgree
Navy Maurya,"RT @shiraznaqvi_ivf: *#PakistanRejectsPDM*
@Hum_IVF

We've gone through a lot of hardships in the past, 
Please have strength until the endÖ",DisAgree
Navy Maurya,"RT @shiraznaqvi_ivf: *#PakistanRejectsPDM*
@Hum_IVF

After listening to the PM's interview ,I have realized that as long as we have Imran KÖ",DisAgree
Naz PTI #lufc #spce,"To the corrupt #PDM 11 another slap in your faces!

@ImranKhanPTI Zindabad!

Keep the great work going!

#PakistanÖ https://t.co/KFxx9vfcHU",DisAgree
nergisbano,"RT @LiaquatIVF: Pakistan is moving forward under Imran Khan's regime.
1.Textile sector running at its full capacity after 30 years
2.PakistÖ",DisAgree
Nimra Badar,Bilawal sahiba kia kehe rahi hain ye jang gharib ko roti kapra makan ka jang hain abey angrez ki ulad tum log 70 saal me roti kapra makan nahi de sake ab kia donge,DisAgree
NPP News TV,"@kdastgirkhan Dastagir Media Talk 

#KhurramDastagir #PMLN #Government #PDM #Politics #CongratsPMIKÖ https://t.co/Dxe9Ysu0aB",DisAgree
Nyla Nasir,"Bemar hona bhi ab itna asan nahi lekin 2,50000 ka jota ??pehena to Asan he . Wo bhi tumhare liye... bewkoof kisi or ko banao",DisAgree
Omer Rafique,RT @InsafPK: One of the reasons why #PakistanRejectsPDM is that the people have seen PM Imran Khanís policies being successful. Textile indÖ,DisAgree
Osama Sadiq,Funny thing is there is huge crowd in Jalsa but the vote bank is still beyond expectation of low...coz ppl came only for listening their jokes & Time pass....Shame on all PDM...,DisAgree
Owais Jeewanjee,Genetically inhereted politician whose only ability is to shoout by opening big mouth ..,DisAgree
P2bP,"RT @Shiraznaqvi111: *#PakistanRejectsPDM*
@Hum_IVF
Maryam Nawaz is most happy on the arrest of Shahbaz Sharif and Meem League is now openlyÖ",DisAgree
Pakistan TakeOff,"RT @AhsanAbbasJ: #???_????_??????? 
#PDM against PM Imran khan and Pakistan army 
#????_??????_?????",DisAgree
pakistan...,RT @The_Source_inc: A few pakistani think that kohli might come on #pdm stage next time they rally against #imrankhan government but i don'Ö,DisAgree
Peace Seeker,Flop jalsa,DisAgree
Pinned by,Reject PDM,DisAgree
Pinned by,Reject PDM,DisAgree
PMLN Lioness??,"RT @NPPNewsTV: @kdastgirkhan Dastagir Media Talk 

#KhurramDastagir #PMLN #Government #PDM #Politics #CongratsPMIK #PakistanShocksIndia IndÖ",DisAgree
Prakhar Prabhat,Bilo Rani mix achar parti,DisAgree
Proud Muradian,RT @PTIofficial: PDM was an unnatural alliance now meeting its fate as it had no public interest as its goal. It was a ìPapa Bachaoî campaiÖ,DisAgree
Proud Muradian,"RT @zartajgulwazir: The scattered Opposition parties have totally lost the plot. Their circus show reeks of hypocrisy.

Meaningless small pÖ",DisAgree
PTI,"RT @LiaquatIVF: Pakistan is moving forward under Imran Khan's regime.
1.Textile sector running at its full capacity after 30 years
2.PakistÖ",DisAgree
