User,comment
paki masti man,She is soooooo cute💜💜💜💜💜💜
sara raya,She is very beautiful and intelligent lady
Imran Bhai,She needs some good mental care attention
Pakistani prank,She should have been locked up when she threw stones on the nab
Channel 9,She should have been locked up when she threw stones on the nab
Jomin Marcelo,She should have been locked up when she threw stones on the nab
riaz saqib,Sheeeeerrrrr
AMIR MALIK,Sheeeer
Jabir malik 538,Shehzadi chah gyi ho ap
Abdul Qayum,Sheikh rasheed ka itna kamzoor byan aj tak nahi dekha
Tanvir Sheikh,sher
Maira Maryam,Sher
ismail khan,sher ik vari fer
The Phenom,"She's not vice president of party, she's convict of doing fraudulent in the supreme court."
bushra Amin,"Shitty PDM , just playing with people’s mind and brainwashing it"
Muhammad Ismail,Should we expect next PPP GOVERNMENT?
zeenia khan,Shrek
Awais Abdullah,Shuroo hotay hi khatam..
Main Asjad,Shut up!
Noor Khan,Sides or pehchay sab khali hai hai...Or kafi jaga beech beech may say b khali...
Inam Ullah,Sign of the times
Hina Irshad,sindh ji niairie bilalwal niairie
Umer Hayat,sindh ki awam b ya sab chahtii ha
Mehek ali,"Sindh sambhala jata ni, dosry province walon ko guideline de rahy hn k tm bi tbha ho"
AAMIR NAZIR,So again people. believing these people who are themselves  a leader but actually they are criminals and do what is in there favour .Also provoke people  for. there own business .He is delivering speech as he himself make new party not people party ..…
m akrm,So at will these Godfathers and Sicilian mafia will decide when to take names of the institutions  and when not only suiting their political convenience and criminal proceedings in the courts!
mohammad salim,So Cute Naani
Prince Unknown,So is he being lined up as a successor to Imran now ??
mzFu Shab,So sad to see people are actually believing the deceiving lies of opposition in the .
shah Zaib,So sorry to hear about bilawal!
Usman Malik,So we want you to sacrify first .. you and your for Father's were against Pakistan since independenence .. while PPP tenure was worst ever 5 years in pakisan history .. and bilawal is saying we would ended up corruption bla bla .. both Maryam and bilaw…
Rana Kashif,"So what happened to the previous Charter of PDM ""Pakistan Destruction Movement."""
Rashid Aquil,So who told him govt is going in Jan?
Naeem Tariq,So you will not discuss these things in front of public and in rallies but you and the establishment will do this dirty politics behind closed curtain and decide the future of this country? Well thank you for exposing yourself.
A M,Software got updated.
Abdulllah Naveed,Software has been up graded
Mohammad Sulymen,Software has been updated to Nov 2020.
Ajmal khan,"Software installed successfully, party is now ready to kiss the boots"
Dark Knight,Software Update
Main Asjad,"Software update by , become PM is next to impossible with out boot"
Saadi Ahmedii,Software updated
Rm B,Software updated
zaheer aslam,Software updated
nazneen ingi,Soo nice Good madim ji
Muhammad Usama Butt,South African Corona virus is like aids virus for people with pre-exiting conditions
نورالعين HASHMI,Srdi bht jlsi sukr gyi
Gulabsingh Singh,Stay Bleases  sahibaa
Aneeq Rehman,Stay blessed
Mr Cute BoT,Stay well
Kamran Malik,Still middle sex...
Umeed E Sahar,"Still not enough to be a leader,"
samreen baig,Stop the swab. Don't need a jab.
Arحam Archorad,Stunning
Bilal Rana,Stupid old man
saleha shahzad,Suar
Hasiba Yasin,sub sy pehlay to ap k abu corntine ho gy unhain ly k ao wapis dali
Arooj Arif,sub tumhari waja say PDM
Maria Shafiq,Such a shame that you are enjoying this push and pull of people when our country and the whole world is going through a wave of pandemic. Instead of worrying about the health of people you are only concerned about your own selfish interests. You dont d…
Islam zindabad,Such bat karne wala jhijhakta nhi hai. Aur na hi
Mian Adil,Superb
Fazal Karim,Superb
Samina Rauf,Supporting bilawal! Mashallah!!!
shaheryar nawaz,Sweeeeeeeeeeeeeeeeet
Adeel Shaukat,Swer k buchy
najma israr,Tabedar Khan 🤣🤣🤣🤣nice name
Bilal Sandhu,Tabeee dar captain safdar
Muhammad Biwil,Take care of Sind first in general and Karachi in particular who pays you then talk about the rest of country
Syeda Asma,"Takht ka nasha bht khatarnak hota h , dekhy kitny log is k liye bezat ho gye"
mano doll,"Talls gass ghare, chatt ha lagi"
Farooq Hassan,"Tareeqh pur Tareeqh, Tareeqh pur Tareeqh, Tareeqh pur Tareeqh, young Chairman why December time line is extended, Pls share the reason."
Geo News,Taso mardan ta cha prekhi ye sharmedalo
Hafiz Noman,Tay jaara imran Khan nu ly k Aya ae
Usman Malik,Tera abba Curruption ka god father tha Teri mama bi or to bi ha
Ahtsham Jutt,Tera shohar ko kahan aag laga di nani 420
Ehtesham Shahid,"Teri kulfi jum gae, dandi kis ki the under🤣🤣"
zaheer aslam,Thank u Corona sharif. Neither she nor the stupid and ignorant followers care about themselves and their love ones
Umair Saeed,Thank you bannu
Hassan Nisar,Thank you Imran Khan
Rizwan Khan,"Thanks God he realized that we dont enclose these types of information in broadcasting, but Ns have dig his own grave by pointing the military alliance and accuses them for the mistakes of past"
Uneeb Ali,"Thanks to you abc your father for looting the nation, khan had to ask for loans"
NFS Shaheen,"Thanks, now pls go and sit home"
AMIR MALIK,That clown told the month but forgot to mention in which year.
MUHAMMAD NABEEL,That's why PM Imran Khan want to promote education in country
Dawood Karu,The allegation he has levelled night be true but the prediction seems to be baseless
Maqsood Ahmad,The balooch deprivations stared in prrvious govts.the  Balooch and pkhtoons always used  you pepole for their own purposes.
Awais Abdullah,"THE BRAVEST , THE CLEANEST , THE TRUTHFUL.... NEVER EVER RUNAWAY."
muhammad ans,The cat has come out of the bag. Such a shameless coalition.
RJ Ruqayya Jabbar,"the country was created on the name of Islam as a binding factor among masses, but subsequently religion has become an indispensable part of pakistan politics . It's shameful that every politician played religion card in campaigns to exploit the sentim…"
Muhammad Shahid,The example of these corrupts politicians is like a hungry wolf who can even eat her children if hungry.  Our Pakistani politicians and bureaucrats when out of offices can go up to any extent against the country.
Tayyab Wattoo,"The first is to account for the public money that has been looted and taken to Gulf countries, Europe and Singapore by launches and other means of money laundering.                    سب سے پہلے عوام کے پیسوں کا حساب دینا ہوگا جو لوٹ مار کر کے لانچوں ا…"
Fatima Khan,the govt in January after this statement
Saba Tariq,"The inglorious thugs are trying to ride on the back of others who are not that idiot. So if A fails then B is to gain, esp when A is destined to fail. It seems that B has seen the pitfalls, realized that A is on a suicidal mission or perhaps found a wa…"
Danish Hanif,The interview is being twisted by IK controlled media nothing would said by Bil just he said NS is of three times PM and he will never announce the me unrill he has no evidence so be ready for hearing the evidence because
Ghulam,The looser!
AAmir Khan,The most corrupt and disgusting Maal Lana
Shan Awan,The most funny statement of theday. I am confused either it's joke or just a slip of tongue.
naz Khan,"The only politician who has the balls to work for democrasy in Pakistan clearly,,, not his supporter but have to admit that he is one of the most mature and wise politician of Pakistan.."
meesam Vlogs,The people of Gilgit want to see what  kind of species she is?
faraz menGal,The people wanna vote to this transgender i wanna see the face of thos people for 5 minuts
Sidra Raja,"The success people always follow the strong people but he is in the middle he doesnt follow the zardalu and nor benazir, as like we are confuse about he/she."
shujaat hussain,The use of religion and common masses for their cheap purposes.
waqas khan,Ther peoples of bannu karak and lucky marwat wants and waiting for ur arrival in bannu PDM jalsa but u r absent why????????
Ayesha khan,There can be no greater thief than your father Just think how many loans your father took
Tayyab Baloch,There is no any flag which is belongs to Non leeg
Syed Rasool,There is no example in the world of such a poor man who has made billions of rupees through conspiracies with the ruling governments for the last thirty years.
Muhammad Shahid,Therefore Sir he deserves to be treated like mad dog
Ali mex willsonalex,These all are proved corrupts will never achieve their evil agenda
Tanvir Sheikh,"These are elements which destroy the ideology of Islam by framing every movement in their interest as a sacred cause of religion. My question is this everything you say is jihad and what about those ladies who go out to work risk their lives to teach, …"
Mher Nadeem,"These goons have family limited parties,while talking abt democracy,first bring democracy in your parties"
Syeda Kiran,These Mullas making fun of islam
THUNDER GAMING,these people's even don't know the meaning of jihad that's why they called jihad to the fasadian activities
ground reality with sufian anjum,These thugs should be kept behind bars for creating nuisance to public & Pakistan in general
AMIR MALIK,These types of opposition gatherings and speeches are anti democracy. Where in the world stupid opposition leaders are allowed to speak like this. Only in Pakistan! It should be declared illegal and those who do and support got to put in jail!
Farhat Yaseen,They are rejected by the ppl
Arshad Khan,They are used corrupt people of the country.
Guest231 Guest231,They doing for come back in to power
Jasmine Studio,They doing for come back in to power
Usman Malik,"They have no work left to do, so it's better to just reject things. They are shame for our country."
Noman Waheed,They lied about shabber zaidi statement!!!
shujaat hussain,They lost hence rigged .... wow
Mohdidrees Mughal,"They Should go into the hell, There is special area reserved foh them..."
Haider khan vlogging,"They were in governments pmln was in government,what they have done for people of baluchistan and what they have done for other pakistanis??"
Kamran Khan184,This  shows  the  popularity  of  maryum  nawaz sharif
Zidi Jutt,THIS CLOWN IN TOWN IS NOT TAKEN SERIOUS BY THE KARACHITS ... LEAVE ALONE THE MASSES WHO HAVE ALREADY REJECTED THEM.
Meri jan44,This Diesel permit Molvi should first do Jihad with his greed .He embezzled millions of rupees while being head of Kashmir Committee. A Corrupt & a dishonest person to the core.
Shahzad Afzal,This extremist ch***a should be de-platformed .. can’t believe the so called intellectuals of this country are vouching for this guy
riaz gul,"This group of corrupt,selfish & unpatriotic people has no regard fr the lives of citizens. They r all about saving their ill gotten loots saving their families who r absconding abroad. It appears as though they trying their best to spread the pandemic …"
sanaullah pk,This guy needs to be locked up !
Malik Umair,This insane child cant even cry enough like my my 8 year old child and people call him leader with zero political guts. Just selling an ethnic lines with empty rhetoric.
MOHAMMAD ASIF RASOOL,This is a man who stands with a dictatorship for 8 9 years. Agreed with him compromise on democracy and for seat and now he is talking about Democracy. Sham on u
Ayesha Kakar,This is a progressive move
Nasrullah Malik,"This is called jalsi , Pti aur Pdm ka time gaya , deen aya deen aya"
Shahbaz Awan,"This is called mixture of thieves, robbers and immature masses who follow blindly their corrupt leaders.."
Shafqat aziz,this is called power of money
Muhammad Fezii,This is called sunami movement.but dokey raja dancing people named sunami.
asif hashim,"This is called, a joke of the century"
Muhammad Shakeel,This is ghat khreeeeeghood insan
Taj Muhammad Afridi,"this is know evident that a religious politician ,who has always been in govt but in this government, is using islam for personal interests and greed for power is his only aim ."
Zahid Ali Mughal,"This is not pdm. He is something, PMLN is using to get the votes."
Zoobi Zooi,this is politics.... first they both ppp and pn together but for sake of election they mend their ways
Engr Zarin Malik,"This is PPP's politics....., history also proves this. As long as Trust deficit prevails they cannot turn into a real opposition. Certainly, BBX and his party must have been assured some relaxations to f different nature plus, actually they (PPP) don't…"
Sidra Raja,"This is the most sensitive time, everyone knows their is some  hidden fact."
Ayesha Kakar,This is the need of time. Army should go back to their barracks. Their should be a civilian supermacy. Every Institution should do their own work.Every Institution should be made politics free as our Army is doing good job due to less interference of P…
Jameel Qureshi,This is what I'm predicting: PPP is going to make a loose coalition government in GB and some kind of relaxation in the cases against it's topnotch leadership in consideration for scrapping itself out if this PDM drama because it won't be a beneficial …
Fasih Uddin,"This Jihad will surely stop, once govt stopped oppressing the robbers and plunger of the nation."
Sara Bukhari,"This kooky crackpot did everything to galvnize thingz in his favour .Utilized her daughter who is good for nothing ,and made his bastion as venue and 18 MNA to invite stooges , but still he failed .Last nail in your coffin you scumbag .You rot in hell …"
Hamza Ameen Lahori,"This man,s speech is complete insult to the intelligence of the ppl of Pakistan."
R ch,This molana was heading kashmir affairs fo 10 yrs and could not do anything...aaj hamdardi dikha ra hai
Maheen,This molvi can go to any extent.
support premier,"This Naibba will loose his credibility if he don't have courage to stand with Truth ,her mother and Father Sacrificed their life for what they stand for and this loosing his mind on small pressure"
HA Hashmi,This pseudo molvi has property in millions used  madrasa poor students as paws for his dirty interests he's is a paroah of present
Haider khan vlogging,"This shows betrayal of NS and Team, how is it possible that after many PDM agenda meetings they were not informed of the content of their speech’s."
Tanveer Ur Rehman,This stupid guy needs tons of burnol.
shahbaz uddin,"This the politics. Marium Safder & her PMLN team, Opposition super Molana & party, need to learn politics from this junior Zardari.Well done BBZ to turn the table and bring PDM at point of no-where.Politics art to make fool."
Usman Malik,this will IA give all the parliament and politics licence for unlimited corruption without being questioned. To deal with all international affairs and national security issues.
QADEER kHAN MOHMAND,"This will انchorاءاللہ laid down the foundation of Civilian Supremacy in the country, it will indeed be very tough to achieve but there is a light at the end of the tunnel. Pakistan can't afford more experiments and the one being tried by installing selec…"
Anaya Noor,"This will انchorاءاللہ laid down the foundation of Civilian Supremacy in the country, it will indeed be very tough to achieve but there is a light at the end of the tunnel. Pakistan can't afford more experiments and the one being tried by installing selec…"
shahbaz uddin,This woman has no dignity left in her skin
Waseem Ahmed,"This would have been a specific type of jihad which needs to be fired  on the Democratic govt. , its army,  govt. machineries. And all of this needs a special category of folks having zero IQ level."
Riaz Khan,"This young boy comes with so much confidence, such little knowledge but with burning ambition"
vilma favorito,This zebra's word does not beautify a woman. Open your mouth ...
Umer Ch,Thk kha ap ne
Shaheen Iqbal,Thuggery expert
Shaheen Iqbal,Thugs of Pakistan.
